task,method,metric,mean,std,median,ci_low,ci_high
iid,cv_B,parity,-0.005604129861615725,0.015657970101553134,-0.007914933872963048,-0.013857063197429244,0.004230896339808285
iid,cv_B,narma10,0.4477254709712467,0.05471945024243627,0.442732260595141,0.41819685703806564,0.4828629026579456
iid,cv_eta_0.6,linear_capacity,1.7237502619986453,0.02822128753335933,1.721442214456549,1.7077246109809656,1.740422243714372
iid,cv_eta_0.6,nonlinear_capacity,0.3446140547268391,0.10757773049259997,0.3381922284218828,0.28016063136649744,0.40568144901909997
iid,cv_eta_0.6,seconds,0.5424826100002974,0.14912992440667538,0.5552124999958323,0.45149895725018724,0.6259358450002764
iid,cv_eta_0.6,effective_rank,1.9750474060141798,0.07815916618326825,1.987720202455296,1.9300497778124748,2.018721497813894
iid,cv_eta_0.6,linear_1,0.8424890604581075,0.006843854169929987,0.8441263142205186,0.8382143285685368,0.8463218615745229
iid,cv_eta_0.6,quadratic_1,-0.01846087424616123,0.05146920294615929,0.0025670937512538017,-0.048013294464495544,0.009322146757942835
iid,cv_eta_0.6,linear_2,0.3802187283408266,0.006004104573098294,0.3799599214988273,0.3770096916263261,0.3838289952273226
iid,cv_eta_0.6,quadratic_2,0.0035490426967583755,0.02098035689831538,0.007167020015195313,-0.008567568855819408,0.01602402551315292
iid,cv_eta_0.6,linear_3,0.36928392381972397,0.007489813224689563,0.3661495851769792,0.3650387164783908,0.3736159613413066
iid,cv_eta_0.6,quadratic_3,-0.043566978185297846,0.023813480160605482,-0.03565183221709278,-0.058999964838572956,-0.030892797001767253
iid,cv_eta_0.6,linear_4,0.13175854937998732,0.01961839773682381,0.12970538546845184,0.12005502345647763,0.14324829405295558
iid,cv_eta_0.6,quadratic_4,-0.005516862970098846,0.02805794175507731,-0.005844815473169507,-0.021849014245542645,0.010280397639177732
iid,cv_eta_0.6,cross_1_2,0.07960283040521218,0.0528843585120982,0.10567492335572304,0.046969135956586056,0.10828640475856677
iid,cv_eta_0.6,cross_1_3,0.08886681130125221,0.04057409045634831,0.10298980095702698,0.0612141591206817,0.10814512752568943
